HIOS Plan ID,Plan Marketing Name,HIOS Product ID,Market Coverage,Dental Only Plan,Network ID,Service Area ID,Formulary ID,New\Existing Plan,Plan Type,Level of Coverage,Unique Plan Design,QHP\Non QHP,Notice Required for Pregnancy,Is a Referral Required for Specialist,Specialist s  Requiring a Referral,Plan Level Exclusions,Limited Cost Sharing Plan Variation   Est Advanced Payment,Child Only Offering,Child Only Plan ID,Wellness Program Offered,Disease Management Programs Offered,EHB Apportionment for Pediatric Dental,Guaranteed vs  Estimated Rate,Plan Effective Date,Plan Expiration Date,Out of Country Coverage,Out of Country Coverage Description,Out of Service Area Coverage,Out of Service Area Coverage Description,National Network,Enrollment Payment URL,Life Cycle Status Name,EHB Percent of Total Premium,Does this plan offer Composite Rating,Design Type,Plan Published Indicator
58840TX0120094,Gold 4: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options + Ped Dental,58840TX012,Individual,No,TXN002,TXS002,TXF175,New,HMO,Gold,Yes,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,99.48,No,Not Applicable,Yes
58840TX0120097,Gold S: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental,58840TX012,Individual,No,TXN007,TXS007,TXF087,New,HMO,Gold,Yes,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,99.48,No,Design 1,Yes
58840TX0120101,Silver 1: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental,58840TX012,Individual,No,TXN007,TXS007,TXF056,New,HMO,Silver,Yes,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,99.48,No,Not Applicable,Yes
58840TX0120102,Silver 1: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental,58840TX012,Individual,No,TXN008,TXS008,TXF058,New,HMO,Silver,Yes,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,99.48,No,Not Applicable,Yes
58840TX0120103,Silver 2: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental,58840TX012,Individual,No,TXN001,TXS001,TXF132,New,HMO,Silver,Yes,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,99.48,No,Not Applicable,Yes
58840TX0120105,Silver 2: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental,58840TX012,Individual,No,TXN005,TXS005,TXF183,New,HMO,Silver,Yes,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,99.48,No,Not Applicable,Yes
58840TX0120106,Silver 2: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental,58840TX012,Individual,No,TXN004,TXS004,TXF216,New,HMO,Silver,Yes,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,99.48,No,Not Applicable,Yes
58840TX0120111,Silver 2: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental,58840TX012,Individual,No,TXN008,TXS008,TXF062,New,HMO,Silver,Yes,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,99.48,No,Not Applicable,Yes
58840TX0120112,Silver 2: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental,58840TX012,Individual,No,TXN002,TXS002,TXF200,New,HMO,Silver,Yes,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,99.48,No,Not Applicable,Yes
58840TX0120114,Silver 5: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental,58840TX012,Individual,No,TXN001,TXS001,TXF014,New,HMO,Silver,Yes,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,99.48,No,Not Applicable,Yes
58840TX0120143,Silver 7: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental,58840TX012,Individual,No,TXN001,TXS001,TXF018,New,HMO,Silver,Yes,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,99.48,No,Not Applicable,Yes
58840TX0120144,Silver 7: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental,58840TX012,Individual,No,TXN006,TXS006,TXF205,New,HMO,Silver,Yes,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,99.48,No,Not Applicable,Yes
58840TX0120146,Silver 7: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental,58840TX012,Individual,No,TXN004,TXS004,TXF213,New,HMO,Silver,Yes,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,99.48,No,Not Applicable,Yes
58840TX0120147,Silver 7: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental,58840TX012,Individual,No,TXN003,TXS003,TXF029,New,HMO,Silver,Yes,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,99.48,No,Not Applicable,Yes
58840TX0120118,Silver 5: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental,58840TX012,Individual,No,TXN005,TXS005,TXF063,New,HMO,Silver,Yes,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,99.48,No,Not Applicable,Yes
58840TX0120120,Silver 5: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental,58840TX012,Individual,No,TXN004,TXS004,TXF209,New,HMO,Silver,Yes,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,99.48,No,Not Applicable,Yes
58840TX0120122,Silver 5: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental,58840TX012,Individual,No,TXN003,TXS003,TXF023,New,HMO,Silver,Yes,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,99.48,No,Not Applicable,Yes
58840TX0120132,Silver 5: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental,58840TX012,Individual,No,TXN002,TXS002,TXF095,New,HMO,Silver,Yes,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,99.48,No,Not Applicable,Yes
58840TX0120140,Silver 6: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental,58840TX012,Individual,No,TXN007,TXS007,TXF072,New,HMO,Silver,Yes,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,99.48,No,Not Applicable,Yes
58840TX0120142,Silver 6: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental,58840TX012,Individual,No,TXN002,TXS002,TXF180,New,HMO,Silver,Yes,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,99.48,No,Not Applicable,Yes
58840TX0110032,Gold S: Aetna network of doctors & hospitals + $0 walk-in clinic + $0 Virtual Care options 24/7,58840TX011,Individual,No,TXN006,TXS006,TXF101,Existing,HMO,Gold,Yes,Both,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,100.00,No,Design 1,Yes
58840TX0110037,Gold S: Aetna network of doctors & hospitals + $0 walk-in clinic + $0 Virtual Care options 24/7,58840TX011,Individual,No,TXN003,TXS003,TXF152,Existing,HMO,Gold,Yes,Both,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,100.00,No,Design 1,Yes
58840TX0110075,Gold 3: Aetna network of doctors & hospitals + $0 walk-in clinic + $0 Virtual Care options 24/7,58840TX011,Individual,No,TXN001,TXS001,TXF143,New,HMO,Gold,Yes,Both,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,100.00,No,Not Applicable,Yes
58840TX0110076,Gold 3: Aetna network of doctors & hospitals + $0 walk-in clinic + $0 Virtual Care options 24/7,58840TX011,Individual,No,TXN006,TXS006,TXF201,New,HMO,Gold,Yes,Both,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,100.00,No,Not Applicable,Yes
58840TX0110077,Gold 3: Aetna network of doctors & hospitals + $0 walk-in clinic + $0 Virtual Care options 24/7,58840TX011,Individual,No,TXN005,TXS005,TXF093,New,HMO,Gold,Yes,Both,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,100.00,No,Not Applicable,Yes
58840TX0110086,Gold 4: Aetna network of doctors & hospitals + $0 walk-in clinic + $0 Virtual Care options 24/7,58840TX011,Individual,No,TXN006,TXS006,TXF176,New,HMO,Gold,Yes,Both,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,100.00,No,Not Applicable,Yes
58840TX0110087,Gold 4: Aetna network of doctors & hospitals + $0 walk-in clinic + $0 Virtual Care options 24/7,58840TX011,Individual,No,TXN005,TXS005,TXF178,New,HMO,Gold,Yes,Both,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,100.00,No,Not Applicable,Yes
58840TX0110088,Gold 4: Aetna network of doctors & hospitals + $0 walk-in clinic + $0 Virtual Care options 24/7,58840TX011,Individual,No,TXN004,TXS004,TXF165,New,HMO,Gold,Yes,Both,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,100.00,No,Not Applicable,Yes
58840TX0110109,Silver 5: Aetna network of doctors & hospitals + $0 walk-in clinic + $0 Virtual Care options 24/7,58840TX011,Individual,No,TXN004,TXS004,TXF208,New,HMO,Silver,Yes,Both,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,100.00,No,Not Applicable,Yes
58840TX0110117,Silver 5: Aetna network of doctors & hospitals + $0 walk-in clinic + $0 Virtual Care options 24/7,58840TX011,Individual,No,TXN007,TXS007,TXF038,New,HMO,Silver,Yes,Both,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,100.00,No,Not Applicable,Yes
58840TX0110119,Silver 5: Aetna network of doctors & hospitals + $0 walk-in clinic + $0 Virtual Care options 24/7,58840TX011,Individual,No,TXN008,TXS008,TXF065,New,HMO,Silver,Yes,Both,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,100.00,No,Not Applicable,Yes
58840TX0110127,Silver 6: Aetna network of doctors & hospitals + $0 walk-in clinic + $0 Virtual Care options 24/7,58840TX011,Individual,No,TXN003,TXS003,TXF024,New,HMO,Silver,Yes,Both,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,100.00,No,Not Applicable,Yes
58840TX0110131,Silver 6: Aetna network of doctors & hospitals + $0 walk-in clinic + $0 Virtual Care options 24/7,58840TX011,Individual,No,TXN008,TXS008,TXF070,New,HMO,Silver,Yes,Both,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,100.00,No,Not Applicable,Yes
58840TX0110132,Silver 6: Aetna network of doctors & hospitals + $0 walk-in clinic + $0 Virtual Care options 24/7,58840TX011,Individual,No,TXN002,TXS002,TXF179,New,HMO,Silver,Yes,Both,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,100.00,No,Not Applicable,Yes
58840TX0110135,Silver 7: Aetna network of doctors & hospitals + $0 walk-in clinic + $0 Virtual Care options 24/7,58840TX011,Individual,No,TXN005,TXS005,TXF125,New,HMO,Silver,Yes,Both,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,100.00,No,Not Applicable,Yes
58840TX0110136,Silver 7: Aetna network of doctors & hospitals + $0 walk-in clinic + $0 Virtual Care options 24/7,58840TX011,Individual,No,TXN004,TXS004,TXF212,New,HMO,Silver,Yes,Both,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,100.00,No,Not Applicable,Yes
33602TX0470624,Blue Advantage Platinum HMOSM 808,33602TX047,Small Group,No,TXN011,TXS071,TXF002,Existing,HMO,Platinum,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
58840TX0110133,Silver 7: Aetna network of doctors & hospitals + $0 walk-in clinic + $0 Virtual Care options 24/7,58840TX011,Individual,No,TXN001,TXS001,TXF017,New,HMO,Silver,Yes,Both,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,100.00,No,Not Applicable,Yes
58840TX0120150,Silver 7: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental,58840TX012,Individual,No,TXN007,TXS007,TXF005,New,HMO,Silver,Yes,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,,No,Except for Emergencies,No,https://aetnacvshealth.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,99.48,No,Not Applicable,Yes
33602TX0870135,Blue Advantage Plus Gold 203,33602TX087,Individual,No,TXN001,TXS211,TXF025,Existing,POS,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0870187,Blue Advantage Plus Silver 202,33602TX087,Individual,No,TXN001,TXS211,TXF038,Existing,POS,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0471101,Blue Advantage Silver HMOSM 935,33602TX047,Small Group,No,TXN011,TXS031,TXF003,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0471119,Blue Advantage Silver HMOSM 935,33602TX047,Small Group,No,TXN011,TXS201,TXF003,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
98809TX0600153,UHC Choice Silver 6000-2,98809TX060,Small Group,No,TXN002,TXS002,TXF005,Existing,EPO,Silver,Yes,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,No,"Heart Disease,Diabetes,Pregnancy",,,2024-01-01,2024-12-31,No,,No,,Yes,N/A,Published,,No,,Yes
98809TX0600172,UHC Choice Silver 6000-3,98809TX060,Small Group,No,TXN002,TXS002,TXF002,Existing,EPO,Silver,Yes,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,No,"Heart Disease,Diabetes,Pregnancy",,,2024-01-01,2024-12-31,No,,No,,Yes,N/A,Published,,No,,Yes
40788TX0460001,BSW Elite Gold HMO 001 (CMS Standardized Plan with $0 Pediatric PCP copay),40788TX046,Individual,No,TXN001,TXS001,TXF001,Existing,HMO,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Diabetes,Pregnancy",,,2024-01-01,2024-12-31,No,,No,Emergency Only,No,https://bsw.softheon.com/ssogateway/v2/sso/signon?keyPath=AccountManagement,Published,100.00,No,Design 1,Yes
40788TX0370010,Gold HMO 100 2300,40788TX037,Small Group,No,TXN002,TXS002,TXF001,Existing,HMO,Gold,No,Off the Exchange,No,No,,,,Allows Adult-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,Emergency Only,Yes,EHB,No,https://www.bswhealthplan.com/Group/Pages/default.aspx#small,Published,,Yes,,Yes
40788TX0370015,Gold HMO 90 1800,40788TX037,Small Group,No,TXN002,TXS002,TXF001,Existing,HMO,Gold,No,Off the Exchange,No,No,,,,Allows Adult-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,Emergency Only,Yes,EHB,No,https://www.bswhealthplan.com/Group/Pages/default.aspx#small,Published,,Yes,,Yes
40788TX0340001,Bronze HMO 90 7900,40788TX034,Small Group,No,TXN001,TXS001,TXF001,Existing,HMO,Expanded Bronze,No,Off the Exchange,No,No,,,,Allows Adult-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,No,Emergency Only,Yes,EHB,No,https://www.bswhealthplan.com/Group/Pages/default.aspx#small,Published,,Yes,,Yes
